"출처DB","업체명","분류","전화","휴대폰","이메일","주소","시/도","구/군","상태","메모","다음연락일","저장일"
"mobile","소미당","제과,베이커리","010-9137-7980","010-9137-7980","","충남 보령시 보령북로 195","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","온율모터스","자동차정비","010-8650-7902","010-8650-7902","","충남 서산시 동서1로 103","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","채림살롱","미용실","010-8282-1331","010-8282-1331","","충남 천안시 서북구 불당21로 40","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","원LED","카튜닝샾","010-6409-4321","010-6409-4321","","충남 공주시 무령로 441","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","이달콤베이킹카페","제과,베이커리","010-9216-5652","010-9216-5652","","충남 홍성군 홍성읍 아문길 47-1","충남","홍성군","미연락","","","2026-06-15 21:18:59"
"mobile","달달시루","떡,한과","010-2913-7373","010-2913-7373","","충남 서산시 서령로 31","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","마린코스트 공주점","수족관","010-2499-8393","010-2499-8393","","충남 공주시 신금1길 30-6","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","파스텔베이커리 아산배방점","제과,베이커리","010-5195-1064","010-5195-1064","","충남 아산시 배방읍 모산로 36","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","모모케이크","제과,베이커리","010-3176-7655","010-3176-7655","","충남 천안시 서북구 불당26로 122","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","스윗팟","제과,베이커리","010-2033-6502","010-2033-6502","","충남 천안시 서북구 백석로 85-1","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","다이아네일링","네일샵","010-6386-6566","010-6386-6566","","충남 천안시 서북구 원두정10길 28","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","조은케이크","제과,베이커리","010-3143-3111","010-3143-3111","","충남 천안시 서북구 불당9길 31","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","소금곳간","제과,베이커리","010-4660-1309","010-4660-1309","","충남 천안시 서북구 불당25로 174","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","3.14파이","제과,베이커리","010-4475-4857","010-4475-4857","","충남 천안시 서북구 불당34길 9","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","95베이커리","제과,베이커리","010-9579-1074","010-9579-1074","","충남 아산시 둔포면 중앙공원로17번길 3-16","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","지구빵집","제과,베이커리","010-6861-4811","010-6861-4811","","충남 아산시 방축동 60","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","해미읍성왕꽈배기 서해로점","제과,베이커리","010-3918-6629","010-3918-6629","","충남 태안군 태안읍 서해로 2120","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","케이크부","제과,베이커리","010-4376-5114","010-4376-5114","","충남 서산시 명륜2길 27-13","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","메고지고 서산석림동점","메고지고","010-6820-6325","010-6820-6325","","충남 서산시 동서1로 47","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","베이크포유","카페","010-2220-5813","010-2220-5813","","충남 보령시 원평1길 55","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","조르마르댕","제과,베이커리","010-3940-7881","010-3940-7881","","충남 서산시 율지3로 54","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","순성카써비스","자동차정비","010-9490-7512","010-9490-7512","","충남 당진시 순성면 남부로 1183","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","아이스쿱","아이스크림","010-9227-8123","010-9227-8123","","충남 서산시 예천8로 13","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 천안성정점","빵집오빠","010-4242-4114","010-4242-4114","","충남 천안시 서북구 동서대로 146","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","케이크해피해","제과,베이커리","010-4660-8523","010-4660-8523","","충남 천안시 동남구 통정3로 29","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","황제찹쌀꽈배기","제과,베이커리","010-5425-6780","010-5425-6780","","충남 서천군 서천읍 서천로 48","충남","서천군","미연락","","","2026-06-15 21:18:59"
"mobile","정우카센터","자동차정비","010-5439-6731","010-5439-6731","","충남 공주시 번영2로 18-11","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","리프","제과,베이커리","010-7568-0170","010-7568-0170","","충남 천안시 서북구 불당26로 122","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","피터스클럽골프클럽 피팅센터 논산점","골프","010-9510-3352","010-9510-3352","","충남 논산시 번영로29번길 7","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","오늘도예쁨","미용실","010-9554-4059","010-9554-4059","","충남 태안군 태안읍 군청12길 7","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","사계절아이스크림할인점 본점","아이스크림판매","010-4822-5310","010-4822-5310","","충남 아산시 온천대로1333번길 25","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","가을밤스튜디오","사진관,포토스튜디오","010-5577-0047","010-5577-0047","","충남 천안시 서북구 불당대로 260","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","꽃분이과자점","제과,베이커리","010-2028-2164","010-2028-2164","","충남 보령시 큰오랏6길 92","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","아만다베이커리","제과,베이커리","010-6312-4833","010-6312-4833","","충남 천안시 서북구 부성2길 23","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","요미케이크","제과,베이커리","010-9966-9712","010-9966-9712","","충남 예산군 예산읍 주교로 66","충남","예산군","미연락","","","2026-06-15 21:18:59"
"mobile","오늘도기념일","제과,베이커리","010-2367-4596","010-2367-4596","","충남 천안시 서북구 쌍용17길 8","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","마루골프","골프연습장","010-8743-2845","010-8743-2845","","충남 보령시 명천로4길 9","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","무드림 베이커리카페 금산","제과,베이커리","010-3902-8055","010-3902-8055","","충남 금산군 금성면 대암길 142-9","충남","금산군","미연락","","","2026-06-15 21:18:59"
"mobile","바이화랑","미용실","010-3007-1688","010-3007-1688","","충남 아산시 배방읍 세교길 14","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 아산탕정점","빵집오빠","010-7245-1840","010-7245-1840","","충남 아산시 탕정면 한들물빛도시로 70","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","몽산포노을빛언덕펜션","펜션","010-2561-1991","010-2561-1991","","충남 태안군 남면 몽대로 462","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","킹스타파크골프 서해직영점","골프용품","010-3950-2067","010-3950-2067","","충남 서천군 마서면 장산로855번길 9","충남","서천군","미연락","","","2026-06-15 21:18:59"
"mobile","행복한찹쌀꽈배기","제과,베이커리","010-8533-8584","010-8533-8584","","충남 논산시 대화로70번길 13","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","밀밭정원","제과,베이커리","010-5862-2245","010-5862-2245","","충남 천안시 서북구 불당26로 50","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","수아살롱","미용실","010-2716-4415","010-2716-4415","","충남 아산시 탕정면 한들물빛도시로 70","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","공주알밤빵 무령로점","제과,베이커리","010-4638-0114","010-4638-0114","","충남 공주시 무령로 238-1","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","프렌즈프리미엄골프연습장","골프연습장","010-2426-7366","010-2426-7366","","충남 천안시 서북구 불당33길 34","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","코지","카페","010-2004-3137","010-2004-3137","","충남 논산시 성동면 성동로 574","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 온천점","빵집오빠","010-5450-4722","010-5450-4722","","충남 아산시 온궁로 27","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","그루비고릴라 신불당점","칵테일바","010-9553-0570","010-9553-0570","","충남 천안시 서북구 불당25로 104","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","폴라리스젤라또","아이스크림","010-5808-3886","010-5808-3886","","충남 공주시 웅진로 145-9","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","빵이모제과점","제과,베이커리","010-5590-8955","010-5590-8955","","충남 서산시 한마음5로 45","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","떡이당","떡,한과","010-6483-1955","010-6483-1955","","충남 예산군 삽교읍 수암천로 11","충남","예산군","미연락","","","2026-06-15 21:18:59"
"mobile","뚜레쥬르 천안두정아크로텔점","뚜레쥬르","010-7495-6035","010-7495-6035","","충남 천안시 서북구 성정두정로 70","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","쿠키즈","제과,베이커리","010-4141-6348","010-4141-6348","","충남 홍성군 홍북읍 청사로174번길 17","충남","홍성군","미연락","","","2026-06-15 21:18:59"
"mobile","요거트아이스크림의정석 태안점","요거트아이스크림의정석","010-5457-7005","010-5457-7005","","충남 태안군 태안읍 중앙로 90","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","마켓베이커리 태안점","제과,베이커리","010-4408-0128","010-4408-0128","","충남 태안군 태안읍 환동로 82","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","카페 시오리","디저트카페","010-3227-5092","010-3227-5092","","충남 천안시 서북구 불당10길 12","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","몽산142펜션","펜션","010-5945-1420","010-5945-1420","","충남 태안군 남면 몽산포길 142","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","아이스크림스토리 태안몽산포점","아이스크림스토리","010-3004-9937","010-3004-9937","","충남 태안군 남면 남면로 77","충남","태안군","미연락","","","2026-06-15 21:18:59"
"mobile","서화케이크","떡,한과","010-7161-1989","010-7161-1989","","충남 아산시 온화로 25","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","제비","카페","010-9748-5505","010-9748-5505","","충남 부여군 규암면 수북로 33","충남","부여군","미연락","","","2026-06-15 21:18:59"
"mobile","황제찹쌀꽈배기","제과,베이커리","010-6860-8008","010-6860-8008","","충남 보령시 성주면 함박샛길 16-25","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","뚜레쥬르 아산터미널점","뚜레쥬르","010-4264-0051","010-4264-0051","","충남 아산시 번영로 225","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","굿라이스데이 천안아산떡케이크","떡,한과","010-9790-9554","010-9790-9554","","충남 아산시 탕정면 탕정면로8번길 4-31","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","두루미책방","서점","010-2125-9207","010-2125-9207","","충남 금산군 금산읍 금산천길 106","충남","금산군","미연락","","","2026-06-15 21:18:59"
"mobile","다비케이크","제과,베이커리","010-3915-1233","010-3915-1233","","충남 천안시 동남구 다가말2길 70","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 천안불당점","빵집오빠","010-5891-3491","010-5891-3491","","충남 천안시 서북구 불당25로 8","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","헤일로","미용실","010-5223-3438","010-5223-3438","","충남 아산시 탕정면 한들물빛5로 36","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","홍이당떡공방","떡,한과","010-2311-0320","010-2311-0320","","충남 천안시 서북구 백석5길 28-3","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","제과상점 탕정점","제과,베이커리","010-5693-8153","010-5693-8153","","충남 아산시 탕정면 한들물빛도시로 70","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","천안당호두과자 공주점","제과,베이커리","010-8415-5268","010-8415-5268","","충남 공주시 웅진로 231","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","소하담","떡,한과","010-2795-3627","010-2795-3627","","충남 천안시 서북구 한들2로 34-21","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","백제마루","제과,베이커리","010-3045-0027","010-3045-0027","","충남 부여군 부여읍 성왕로173번길 12","충남","부여군","미연락","","","2026-06-15 21:18:59"
"mobile","올인베이커리 아산배방점","제과,베이커리","010-6698-3668","010-6698-3668","","충남 아산시 배방읍 월천6길 31","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","지티알 파크골프 공주점","스크린파크골프연습장","010-5957-6622","010-5957-6622","","충남 공주시 공주대학로 78","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","젤라티티","아이스크림","010-3078-4752","010-3078-4752","","충남 천안시 서북구 불당26로 80","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","아우리움헤어 천안두정점","미용실","010-9457-8014","010-9457-8014","","충남 천안시 서북구 오성7길 3","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","진헤어 천안불당점","미용실","010-5593-5649","010-5593-5649","","충남 천안시 서북구 불당29길 7-1","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 서산예천점","빵집오빠","010-4682-0597","010-4682-0597","","충남 서산시 예천8로 6-5","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","러브올케이크","제과,베이커리","010-3007-7191","010-3007-7191","","충남 천안시 서북구 부성1길 32-11","충남","천안시","미연락","","","2026-06-15 21:18:59"
"mobile","넥센타이어 서산점","넥센타이어","010-6410-6750","010-6410-6750","","충남 서산시 석지1길 21-21","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","카라자동차외형복원","자동차정비","010-5269-0407","010-5269-0407","","충남 서산시 서해로 3626","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","합동타이어카센터","자동차정비","010-5194-5558","010-5194-5558","","충남 서산시 한마음13로 57-2","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","더트럭공업사","자동차정비","010-3192-7915","010-3192-7915","","충남 아산시 둔포면 충무로 1368","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","메르카바 아산점","자동차정비","010-5944-7710","010-5944-7710","","충남 아산시 둔포면 아산밸리로 390","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","티스테이션 아산탕정점","티스테이션","010-7773-8711","010-7773-8711","","충남 아산시 탕정면 이순신대로 590","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","올타이어 아산배방점","자동차정비","010-5704-5550","010-5704-5550","","충남 아산시 배방읍 모산로 29","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","당근모터스","자동차정비","010-4008-2358","010-4008-2358","","충남 아산시 배방읍 모산로139번길 27","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","JB모터스","자동차정비","010-3329-4479","010-3329-4479","","충남 아산시 배방읍 월천6길 88-7","충남","","미연락","","","2026-06-15 21:18:59"
"mobile","빵집오빠 예산하나로마트점","빵집오빠","010-6495-6452","010-6495-6452","","충남 예산군 예산읍 벚꽃로 139-22","충남","예산군","미연락","","","2026-06-15 21:18:48"
"mobile","은산모터스","자동차정비","010-6411-4571","010-6411-4571","","충남 부여군 은산면 충절로2806번길 5-2","충남","부여군","미연락","","","2026-06-15 21:18:48"
"mobile","타이어테크 부여점","타이어테크","010-5420-9424","010-5420-9424","","충남 부여군 부여읍 성왕로 304","충남","부여군","미연락","","","2026-06-15 21:18:48"
"mobile","디어케이크","제과,베이커리","010-4810-6126","010-4810-6126","","충남 천안시 서북구 한들1로 88","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","금산군파크골프협회","단체,협회","010-5408-1424","010-5408-1424","","충남 금산군 제원면 수당리 69-30","충남","금산군","미연락","","","2026-06-15 21:18:48"
"mobile","우아헤어","미용실","010-2694-0094","010-2694-0094","","충남 아산시 배방읍 배방로 58-44","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","슬기로미","떡,한과","010-4561-8429","010-4561-8429","","충남 서산시 고운로 17","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","빈스마카롱앤디저트","제과,베이커리","010-8490-0963","010-8490-0963","","충남 천안시 서북구 불당25로 154","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","판다카페","테마카페","010-9036-2456","010-9036-2456","","충남 보령시 대해로 409","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","프롬유헤어룸","미용실","010-2751-5083","010-2751-5083","","충남 아산시 탕정면 매곡한들2길 11","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","미드나잇케이크","제과,베이커리","010-4913-2466","010-4913-2466","","충남 논산시 중앙로 400","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","보령 종합 타이어","자동차정비","010-8953-6355","010-8953-6355","","충남 보령시 주교면 신대2길 249-35","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","백운쉼터펜션가든","펜션","010-7279-8574","010-7279-8574","","충남 보령시 성주면 심원계곡로 202","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","다옴공방","떡,한과","010-2437-1225","010-2437-1225","","충남 홍성군 홍북읍 충남대로 50","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","스마일찰진꽈배기 서산점","제과,베이커리","010-9285-2508","010-9285-2508","","충남 서산시 고운로 202","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","클럽596","펜션","010-9770-0596","010-9770-0596","","충남 태안군 남면 몽대로 360-9","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","시월","디저트카페","010-4695-1059","010-4695-1059","","충남 부여군 규암면 수북로 23-2","충남","부여군","미연락","","","2026-06-15 21:18:48"
"mobile","JC오토","자동차정비","010-2399-2804","010-2399-2804","","충남 예산군 예산읍 벚꽃로 148","충남","예산군","미연락","","","2026-06-15 21:18:48"
"mobile","마룬마롱","제과,베이커리","010-9300-3048","010-9300-3048","","충남 공주시 번영2로 67","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","한국타이어 홍성점","한국타이어","010-3405-1158","010-3405-1158","","충남 홍성군 홍성읍 충서로 1222-7","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","빵마실 산성점","제과,베이커리","010-2563-1232","010-2563-1232","","충남 공주시 웅진로 191-3","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","야미아이스크림할인점","아이스크림판매","010-2303-7984","010-2303-7984","","충남 논산시 시민로258번길 26-5","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","쥬디데이","제과,베이커리","010-4395-6226","010-4395-6226","","충남 아산시 온천시문2로 4","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","복호두 논산내동점","복호두","010-9412-2567","010-9412-2567","","충남 논산시 중앙로 268","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","타이어테크 논산시청점","타이어테크","010-5407-2220","010-5407-2220","","충남 논산시 시민로 262","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","겨를헤어","미용실","010-3343-4467","010-3343-4467","","충남 천안시 서북구 미라8길 3","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","조이붕어빵","제과,베이커리","010-6555-8113","010-6555-8113","","충남 홍성군 홍북읍 홍북로453번길 6","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","빵집오빠 보령시대천점","빵집오빠","010-7338-5016","010-7338-5016","","충남 보령시 중앙로 99","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","서부종합타이어","자동차정비","010-2408-5885","010-2408-5885","","충남 예산군 오가면 오신로 152","충남","예산군","미연락","","","2026-06-15 21:18:48"
"mobile","위즈덤케이크하우스","제과,베이커리","010-5805-5429","010-5805-5429","","충남 서산시 부춘7길 24","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","픽미픽미아이스 홍성오관점","픽미픽미아이스","010-8844-8189","010-8844-8189","","충남 홍성군 홍성읍 충절로1053번길 9","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","에르벨에스테틱 천안청수점","피부관리","010-3053-0282","010-3053-0282","","충남 천안시 동남구 청수15길 5-46","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","SJ모터스","자동차정비","010-5329-9799","010-5329-9799","","충남 공주시 송선농공단지길 7","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","홍주제과","제과,베이커리","010-2413-0830","010-2413-0830","","충남 홍성군 홍성읍 홍성천길 242","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","카페얼리버드","디저트카페","010-3753-9600","010-3753-9600","","충남 보령시 명천로2길 3","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","베이즈","제과,베이커리","010-2020-7250","010-2020-7250","","충남 서산시 덕지천로 2","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","충남식당","한식","010-6439-5741","010-6439-5741","","서울 관악구 신림로18가길 9","서울","관악구","미연락","","","2026-06-15 21:18:48"
"mobile","헤어바이희","미용실","010-5805-7080","010-5805-7080","","충남 천안시 서북구 두정로 216","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","루에뜨","제과,베이커리","010-7725-1154","010-7725-1154","","충남 아산시 배방읍 북수로25번길 30","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","비비추","미용실","010-8200-6146","010-8200-6146","","충남 천안시 동남구 봉명8길 7-5","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","하이카프라자 예산덕산협력점","하이카프라자","010-7114-4982","010-7114-4982","","충남 예산군 덕산면 덕산온천로 413-26","충남","예산군","미연락","","","2026-06-15 21:18:48"
"mobile","휴헤어","미용실","010-3776-3531","010-3776-3531","","충남 천안시 서북구 한들3로 78-54","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","카페엠99","카페","010-8847-5554","010-8847-5554","","충남 태안군 남면 몽산포길 99-40","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","신달인꽈배기","제과,베이커리","010-4287-8890","010-4287-8890","","충남 서산시 향교3길 13-5","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","현대모터스","자동차정비","010-5438-4770","010-5438-4770","","충남 청양군 청양읍 중앙로 231","충남","청양군","미연락","","","2026-06-15 21:18:48"
"mobile","더끌림헤어","미용실","010-5077-2954","010-5077-2954","","충남 태안군 태안읍 후곡로 73","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","고랭이","떡,한과","010-7789-4429","010-7789-4429","","충남 논산시 중앙로384번길 44","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","메종디","제과,베이커리","010-2875-9944","010-2875-9944","","충남 천안시 서북구 불당31길 40","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","눅","제과,베이커리","010-9577-5887","010-9577-5887","","충남 홍성군 홍성읍 내포로 127","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","카키케이크","제과,베이커리","010-4936-1919","010-4936-1919","","충남 천안시 서북구 한들1로 157","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","병아리케이크","디저트카페","010-5889-1400","010-5889-1400","","충남 아산시 배방읍 공원로16번길 4-3","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","쁘램요가 불당본점","요가원","010-8447-0288","010-8447-0288","","충남 천안시 서북구 불당33길 22","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","쌀섬","떡,한과","010-5688-2992","010-5688-2992","","충남 아산시 문화공원로 42","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","밀랑떡","떡,한과","010-7112-3972","010-7112-3972","","충남 아산시 온양역길 98","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","더설레임","미용실","010-4836-1695","010-4836-1695","","충남 천안시 서북구 백석공단1로 10","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","더함테이블","제과,베이커리","010-2351-0780","010-2351-0780","","충남 아산시 탕정면 용머리길 82","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","원단팥빵커피","제과,베이커리","010-7667-7721","010-7667-7721","","충남 서천군 마서면 장산로855번길 3","충남","서천군","미연락","","","2026-06-15 21:18:48"
"mobile","솔모랭이","삼겹살","010-4465-7275","010-4465-7275","","충남 금산군 제원면 수탱이길 107","충남","금산군","미연락","","","2026-06-15 21:18:48"
"mobile","레클루전","제과,베이커리","010-5531-7260","010-5531-7260","","충남 서산시 한마음5로 32","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","문구방구 충남태안점","문구,사무용품","010-5776-5939","010-5776-5939","","충남 태안군 태안읍 동평로 16","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","공주보늬밤참","디저트카페","010-2705-7509","010-2705-7509","","충남 공주시 백미고을길 17-3","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","두꺼비케이크","제과,베이커리","010-5471-4189","010-5471-4189","","충남 천안시 서북구 부성1길 13","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","표스콘","제과,베이커리","010-3276-1701","010-3276-1701","","충남 아산시 모종북로33번길 16","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","플라워케이크풍경","제과,베이커리","010-9038-5174","010-9038-5174","","충남 천안시 동남구 고재4길 55","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","빵집오빠 충남태안점","빵집오빠","010-5409-5100","010-5409-5100","","충남 태안군 태안읍 독샘로 45","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","달빛케이크","제과,베이커리","010-5407-0699","010-5407-0699","","충남 천안시 서북구 쌍용15길 53","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","여울목카페","카페","010-8817-5140","010-8817-5140","","충남 금산군 제원면 낙안길 3","충남","금산군","미연락","","","2026-06-15 21:18:48"
"mobile","큐브골프아카데미","골프연습장","010-5004-8311","010-5004-8311","","충남 태안군 태안읍 송암리 1533","충남","태안군","미연락","","","2026-06-15 21:18:48"
"mobile","이안힐링랜드","펜션","010-5404-2520","010-5404-2520","","충남 보령시 성주면 심원계곡로 342","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","터미널카센터","자동차정비","010-4165-7272","010-4165-7272","","충남 당진시 우강면 덕평로 579","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","형제떡집","떡,한과","010-3367-3246","010-3367-3246","","충남 예산군 예산읍 산성길 12","충남","예산군","미연락","","","2026-06-15 21:18:48"
"mobile","히솝헤어","미용실","010-9210-6408","010-9210-6408","","충남 천안시 서북구 불당25로 192","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","가온누리떡케이크","떡,한과","010-4182-1276","010-4182-1276","","충남 아산시 번영로169번길 15","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","아티라이스","떡,한과","010-9012-4565","010-9012-4565","","충남 보령시 원평2길 33","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","타이어프로 홍성월산점","타이어프로","010-3706-2042","010-3706-2042","","충남 홍성군 홍성읍 백월로 108","충남","홍성군","미연락","","","2026-06-15 21:18:48"
"mobile","나미앤헤어","미용실","010-6887-0105","010-6887-0105","","충남 당진시 신평면 거산3거리길 39","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","송촌개발","골프연습장","010-4466-8793","010-4466-8793","","충남 아산시 음봉면 음봉로 312-38","충남","","미연락","","","2026-06-15 21:18:48"
"mobile","마블스크림 천안신부점","아이스크림","010-3099-6777","010-3099-6777","","충남 천안시 동남구 먹거리10길 17","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","라움헤어살롱","미용실","010-6705-9826","010-6705-9826","","충남 천안시 서북구 두정중8길 1-4","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","코우케이크","제과,베이커리","010-7352-9573","010-7352-9573","","충남 천안시 서북구 성성7로 36","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","제과상점","제과,베이커리","010-7904-8153","010-7904-8153","","충남 천안시 서북구 불당21로 40","충남","천안시","미연락","","","2026-06-15 21:18:48"
"mobile","조이라이스","떡,한과","010-7214-0728","010-7214-0728","","충남 천안시 서북구 불당26로 144","충남","천안시","미연락","","","2026-06-15 21:18:48"
